,Sentiment,Text Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
151,negative,indonesia lawyers club tvone malam ini sepertinya batal tayang lagi memalukan rezim ini terlalu sakit sehingga takut,"['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'ini', 'sepertinya', 'batal', 'tayang', 'lagi', 'memalukan', 'rezim', 'ini', 'terlalu', 'sakit', 'sehingga', 'takut']",<FreqDist with 16 samples and 17 outcomes>,"['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'batal', 'tayang', 'memalukan', 'rezim', 'sakit', 'takut']","['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'batal', 'tayang', 'memalukan', 'rezim', 'sakit', 'takut']"
152,negative,potensi teroris sangat besar jangan bikin pernyataan yg memberi peluang pd teroris,"['potensi', 'teroris', 'sangat', 'besar', 'jangan', 'bikin', 'pernyataan', 'yg', 'memberi', 'peluang', 'pd', 'teroris']",<FreqDist with 11 samples and 12 outcomes>,"['potensi', 'teroris', 'pernyataan', 'peluang', 'teroris']","['potensi', 'teroris', 'pernyataan', 'peluang', 'teroris']"
153,negative,indonesia banyak masalah tp gak ada sikap tegas dr pak presiden ditanya di demo malah sibuk pencitraan upload video gak penting,"['indonesia', 'banyak', 'masalah', 'tp', 'gak', 'ada', 'sikap', 'tegas', 'dr', 'pak', 'presiden', 'ditanya', 'di', 'demo', 'malah', 'sibuk', 'pencitraan', 'upload', 'video', 'gak', 'penting']",<FreqDist with 20 samples and 21 outcomes>,"['indonesia', 'sikap', 'presiden', 'demo', 'sibuk', 'pencitraan', 'upload', 'video']","['indonesia', 'sikap', 'presiden', 'demo', 'sibuk', 'pencitraan', 'upload', 'video']"
154,negative,kalau melihat acara membidik habieb rizieq habieb ga perlu pulang ke indonesia ga penting ga mutu,"['kalau', 'melihat', 'acara', 'membidik', 'habieb', 'rizieq', 'habieb', 'ga', 'perlu', 'pulang', 'ke', 'indonesia', 'ga', 'penting', 'ga', 'mutu']",<FreqDist with 13 samples and 16 outcomes>,"['acara', 'membidik', 'habieb', 'rizieq', 'habieb', 'pulang', 'indonesia', 'mutu']","['acara', 'membidik', 'habieb', 'rizieq', 'habieb', 'pulang', 'indonesia', 'mutu']"
155,negative,muqoddas minoritas ekonomi kuat menguasai mayoritas ekonomi lemah tidak pernah dibahas inilah sumber radikal miris,"['muqoddas', 'minoritas', 'ekonomi', 'kuat', 'menguasai', 'mayoritas', 'ekonomi', 'lemah', 'tidak', 'pernah', 'dibahas', 'inilah', 'sumber', 'radikal', 'miris']",<FreqDist with 14 samples and 15 outcomes>,"['muqoddas', 'minoritas', 'ekonomi', 'kuat', 'menguasai', 'mayoritas', 'ekonomi', 'lemah', 'dibahas', 'sumber', 'radikal', 'miris']","['muqoddas', 'minoritas', 'ekonomi', 'kuat', 'menguasai', 'mayoritas', 'ekonomi', 'lemah', 'dibahas', 'sumber', 'radikal', 'miris']"
156,negative,sekali lg mengingatkan untuk jaga jarak dg islamis radikal jika tak ingin melihat bangsa ini hancur,"['sekali', 'lg', 'mengingatkan', 'untuk', 'jaga', 'jarak', 'dg', 'islamis', 'radikal', 'jika', 'tak', 'ingin', 'melihat', 'bangsa', 'ini', 'hancur']",<FreqDist with 16 samples and 16 outcomes>,"['jaga', 'jarak', 'islamis', 'radikal', 'bangsa', 'hancur']","['jaga', 'jarak', 'islamis', 'radikal', 'bangsa', 'hancur']"
157,negative,omongannya ga menarik ga berisi,"['omongannya', 'ga', 'menarik', 'ga', 'berisi']",<FreqDist with 4 samples and 5 outcomes>,"['omongannya', 'menarik', 'berisi']","['omongannya', 'menarik', 'berisi']"
158,negative,anis difitnah katanya dia,"['anis', 'difitnah', 'katanya', 'dia']",<FreqDist with 4 samples and 4 outcomes>,"['anis', 'difitnah']","['anis', 'difitnah']"
159,negative,sebuah pertanyaan kepada metromini utk dijadikan metronome yang dibentuk oleh kemacetan yang cukup padat di berikan oleh putra petir,"['sebuah', 'pertanyaan', 'kepada', 'metromini', 'utk', 'dijadikan', 'metronome', 'yang', 'dibentuk', 'oleh', 'kemacetan', 'yang', 'cukup', 'padat', 'di', 'berikan', 'oleh', 'putra', 'petir']",<FreqDist with 17 samples and 19 outcomes>,"['metromini', 'dijadikan', 'metronome', 'dibentuk', 'kemacetan', 'padat', 'putra', 'petir']","['metromini', 'dijadikan', 'metronome', 'dibentuk', 'kemacetan', 'padat', 'putra', 'petir']"
160,negative,buat para pembela ahok cek cara berpikirnya masa kalah sama anak sd tvonenews,"['buat', 'para', 'pembela', 'ahok', 'cek', 'cara', 'berpikirnya', 'masa', 'kalah', 'sama', 'anak', 'sd', 'tvonenews']",<FreqDist with 13 samples and 13 outcomes>,"['pembela', 'ahok', 'cek', 'berpikirnya', 'kalah', 'anak', 'sd', 'tvonenews']","['pembela', 'ahok', 'cek', 'berpikirnya', 'kalah', 'anak', 'sd', 'tvonenews']"
161,negative,kok kayak provokatif ya pembawa acaranya beda kelas dg tvonenews,"['kok', 'kayak', 'provokatif', 'ya', 'pembawa', 'acaranya', 'beda', 'kelas', 'dg', 'tvonenews']",<FreqDist with 10 samples and 10 outcomes>,"['provokatif', 'pembawa', 'acaranya', 'beda', 'kelas', 'tvonenews']","['provokatif', 'pembawa', 'acaranya', 'beda', 'kelas', 'tvonenews']"
162,negative,saya pribadi tdk suka dgn acara mata najwa dan ilc tdk menyelesaikan masalah kayaknya,"['saya', 'pribadi', 'tdk', 'suka', 'dgn', 'acara', 'mata', 'najwa', 'dan', 'ilc', 'tdk', 'menyelesaikan', 'masalah', 'kayaknya']",<FreqDist with 13 samples and 14 outcomes>,"['pribadi', 'suka', 'acara', 'najwa', 'ilc', 'menyelesaikan', 'kayaknya']","['pribadi', 'suka', 'acara', 'najwa', 'ilc', 'menyelesaikan', 'kayaknya']"
163,negative,benarkah kebohongan yang diulangulang,"['benarkah', 'kebohongan', 'yang', 'diulangulang']",<FreqDist with 4 samples and 4 outcomes>,"['kebohongan', 'diulangulang']","['kebohongan', 'diulangulang']"
164,negative,diracun dengan pujian,"['diracun', 'dengan', 'pujian']",<FreqDist with 3 samples and 3 outcomes>,"['diracun', 'pujian']","['diracun', 'pujian']"
165,negative,males nonton topik ga kekinian,"['males', 'nonton', 'topik', 'ga', 'kekinian']",<FreqDist with 5 samples and 5 outcomes>,"['males', 'nonton', 'topik', 'kekinian']","['males', 'nonton', 'topik', 'kekinian']"
166,negative,meskipun kebohongan itu lari secepat kilat satu waktu kebenaran akan mengalahkannya,"['meskipun', 'kebohongan', 'itu', 'lari', 'secepat', 'kilat', 'satu', 'waktu', 'kebenaran', 'akan', 'mengalahkannya']",<FreqDist with 11 samples and 11 outcomes>,"['kebohongan', 'lari', 'secepat', 'kilat', 'kebenaran', 'mengalahkannya']","['kebohongan', 'lari', 'secepat', 'kilat', 'kebenaran', 'mengalahkannya']"
167,negative,org yg namanya tampang nabi tp hati iblis sesuai dgn pernyataan pengacara nazarudin,"['org', 'yg', 'namanya', 'tampang', 'nabi', 'tp', 'hati', 'iblis', 'sesuai', 'dgn', 'pernyataan', 'pengacara', 'nazarudin']",<FreqDist with 13 samples and 13 outcomes>,"['namanya', 'tampang', 'nabi', 'hati', 'iblis', 'sesuai', 'pernyataan', 'pengacara', 'nazarudin']","['namanya', 'tampang', 'nabi', 'hati', 'iblis', 'sesuai', 'pernyataan', 'pengacara', 'nazarudin']"
168,negative,para pejabat sedang sibuk membicarakan hak angket tvne,"['para', 'pejabat', 'sedang', 'sibuk', 'membicarakan', 'hak', 'angket', 'tvne']",<FreqDist with 8 samples and 8 outcomes>,"['pejabat', 'sibuk', 'membicarakan', 'hak', 'angket', 'tvne']","['pejabat', 'sibuk', 'membicarakan', 'hak', 'angket', 'tvne']"
169,negative,saya paham bahwa saya gagal paham,"['saya', 'paham', 'bahwa', 'saya', 'gagal', 'paham']",<FreqDist with 4 samples and 6 outcomes>,"['paham', 'gagal', 'paham']","['paham', 'gagal', 'paham']"
170,negative,ngomong segitu panjang gak dapet maksudnya mau apa,"['ngomong', 'segitu', 'panjang', 'gak', 'dapet', 'maksudnya', 'mau', 'apa']",<FreqDist with 8 samples and 8 outcomes>,"['ngomong', 'segitu', 'dapet', 'maksudnya']","['ngomong', 'segitu', 'dapet', 'maksudnya']"
171,negative,sumpah liat mukanya di pengen gw lempar pake sepatu nyebelin bgt,"['sumpah', 'liat', 'mukanya', 'di', 'pengen', 'gw', 'lempar', 'pake', 'sepatu', 'nyebelin', 'bgt']",<FreqDist with 11 samples and 11 outcomes>,"['sumpah', 'liat', 'mukanya', 'pengen', 'lempar', 'pake', 'sepatu', 'nyebelin']","['sumpah', 'liat', 'mukanya', 'pengen', 'lempar', 'pake', 'sepatu', 'nyebelin']"
172,negative,percuma pak fahri dower itu masih sakit hati sama kpk,"['percuma', 'pak', 'fahri', 'dower', 'itu', 'masih', 'sakit', 'hati', 'sama', 'kpk']",<FreqDist with 10 samples and 10 outcomes>,"['fahri', 'dower', 'sakit', 'hati', 'kpk']","['fahri', 'dower', 'sakit', 'hati', 'kpk']"
173,negative,dpr terusikkpk dibidik,"['dpr', 'terusikkpk', 'dibidik']",<FreqDist with 3 samples and 3 outcomes>,"['dpr', 'terusikkpk', 'dibidik']","['dpr', 'terusikkpk', 'dibidik']"
174,negative,ajarin dewan ttg hak angket,"['ajarin', 'dewan', 'ttg', 'hak', 'angket']",<FreqDist with 5 samples and 5 outcomes>,"['ajarin', 'dewan', 'hak', 'angket']","['ajarin', 'dewan', 'hak', 'angket']"
175,negative,saya rakyat tp saya jg kadang ga seneng lihat cara nya yg superbodi kok kyknya tebang pilih jg,"['saya', 'rakyat', 'tp', 'saya', 'jg', 'kadang', 'ga', 'seneng', 'lihat', 'cara', 'nya', 'yg', 'superbodi', 'kok', 'kyknya', 'tebang', 'pilih', 'jg']",<FreqDist with 16 samples and 18 outcomes>,"['rakyat', 'kadang', 'seneng', 'superbodi', 'kyknya', 'tebang', 'pilih']","['rakyat', 'kadang', 'seneng', 'superbodi', 'kyknya', 'tebang', 'pilih']"
176,negative,merajut jakarta kembali setelah tercabik cabik karena kepemimpinan masa lalu,"['merajut', 'jakarta', 'kembali', 'setelah', 'tercabik', 'cabik', 'karena', 'kepemimpinan', 'masa', 'lalu']",<FreqDist with 10 samples and 10 outcomes>,"['merajut', 'jakarta', 'tercabik', 'cabik', 'kepemimpinan']","['merajut', 'jakarta', 'tercabik', 'cabik', 'kepemimpinan']"
177,negative,maksudnya cinta akan uang adalah akar kejahatan,"['maksudnya', 'cinta', 'akan', 'uang', 'adalah', 'akar', 'kejahatan']",<FreqDist with 7 samples and 7 outcomes>,"['maksudnya', 'cinta', 'uang', 'akar', 'kejahatan']","['maksudnya', 'cinta', 'uang', 'akar', 'kejahatan']"
178,negative,makin hari makin geram ngeliat tingkah laku dan akhlaq oknum yang mengatasnama kan islam,"['makin', 'hari', 'makin', 'geram', 'ngeliat', 'tingkah', 'laku', 'dan', 'akhlaq', 'oknum', 'yang', 'mengatasnama', 'kan', 'islam']",<FreqDist with 13 samples and 14 outcomes>,"['geram', 'ngeliat', 'tingkah', 'akhlaq', 'oknum', 'mengatasnama', 'islam']","['geram', 'ngeliat', 'tingkah', 'akhlaq', 'oknum', 'mengatasnama', 'islam']"
179,negative,pembohongan publik itu ketika rambut udah putih beruban tapi di cat hitam,"['pembohongan', 'publik', 'itu', 'ketika', 'rambut', 'udah', 'putih', 'beruban', 'tapi', 'di', 'cat', 'hitam']",<FreqDist with 12 samples and 12 outcomes>,"['pembohongan', 'publik', 'rambut', 'putih', 'beruban', 'cat', 'hitam']","['pembohongan', 'publik', 'rambut', 'putih', 'beruban', 'cat', 'hitam']"
180,negative,meskipun beda kelas sm knp masih bebas tanpa pembatalan tanya kenapa,"['meskipun', 'beda', 'kelas', 'sm', 'knp', 'masih', 'bebas', 'tanpa', 'pembatalan', 'tanya', 'kenapa']",<FreqDist with 11 samples and 11 outcomes>,"['beda', 'kelas', 'sm', 'knp', 'bebas', 'pembatalan']","['beda', 'kelas', 'sm', 'knp', 'bebas', 'pembatalan']"
181,negative,nonton ilc tokoh betawi bilang org betawi itu gampang intinya bacot lu jaga jadi itulah intinya,"['nonton', 'ilc', 'tokoh', 'betawi', 'bilang', 'org', 'betawi', 'itu', 'gampang', 'intinya', 'bacot', 'lu', 'jaga', 'jadi', 'itulah', 'intinya']",<FreqDist with 14 samples and 16 outcomes>,"['nonton', 'ilc', 'tokoh', 'betawi', 'betawi', 'gampang', 'intinya', 'bacot', 'jaga', 'intinya']","['nonton', 'ilc', 'tokoh', 'betawi', 'betawi', 'gampang', 'intinya', 'bacot', 'jaga', 'intinya']"
182,negative,merajut kembali jakarta gampang kok bacot lu jaga,"['merajut', 'kembali', 'jakarta', 'gampang', 'kok', 'bacot', 'lu', 'jaga']",<FreqDist with 8 samples and 8 outcomes>,"['merajut', 'jakarta', 'gampang', 'bacot', 'jaga']","['merajut', 'jakarta', 'gampang', 'bacot', 'jaga']"
183,negative,buya safii maarif yg lebih tua kalah bijak dari nasihat bung eep yg jauh lebih muda,"['buya', 'safii', 'maarif', 'yg', 'lebih', 'tua', 'kalah', 'bijak', 'dari', 'nasihat', 'bung', 'eep', 'yg', 'jauh', 'lebih', 'muda']",<FreqDist with 14 samples and 16 outcomes>,"['buya', 'safii', 'maarif', 'tua', 'kalah', 'bijak', 'nasihat', 'eep', 'muda']","['buya', 'safii', 'maarif', 'tua', 'kalah', 'bijak', 'nasihat', 'eep', 'muda']"
184,negative,merampas hak dasar sebagai manusia harus batal demi hukum,"['merampas', 'hak', 'dasar', 'sebagai', 'manusia', 'harus', 'batal', 'demi', 'hukum']",<FreqDist with 9 samples and 9 outcomes>,"['merampas', 'hak', 'dasar', 'manusia', 'batal', 'hukum']","['merampas', 'hak', 'dasar', 'manusia', 'batal', 'hukum']"
185,negative,pihak polisi kasihan jadi terlihat sangat bodoh berhadapan dengan argumentasi hukum dan pakar it,"['pihak', 'polisi', 'kasihan', 'jadi', 'terlihat', 'sangat', 'bodoh', 'berhadapan', 'dengan', 'argumentasi', 'hukum', 'dan', 'pakar', 'it']",<FreqDist with 14 samples and 14 outcomes>,"['polisi', 'kasihan', 'bodoh', 'berhadapan', 'argumentasi', 'hukum', 'pakar']","['polisi', 'kasihan', 'bodoh', 'berhadapan', 'argumentasi', 'hukum', 'pakar']"
186,negative,itu bapak abi manyu kasian beliau tidak paham whatsapp miris,"['itu', 'bapak', 'abi', 'manyu', 'kasian', 'beliau', 'tidak', 'paham', 'whatsapp', 'miris']",<FreqDist with 10 samples and 10 outcomes>,"['abi', 'manyu', 'kasian', 'beliau', 'paham', 'whatsapp', 'miris']","['abi', 'manyu', 'kasian', 'beliau', 'paham', 'whatsapp', 'miris']"
187,negative,bintang pun muncul tidak ada partai atau tokoh manapun yang sanggup menggerakkan orang,"['bintang', 'pun', 'muncul', 'tidak', 'ada', 'partai', 'atau', 'tokoh', 'manapun', 'yang', 'sanggup', 'menggerakkan', 'orang']",<FreqDist with 13 samples and 13 outcomes>,"['bintang', 'muncul', 'partai', 'tokoh', 'manapun', 'sanggup', 'menggerakkan']","['bintang', 'muncul', 'partai', 'tokoh', 'manapun', 'sanggup', 'menggerakkan']"
188,negative,menghimbau jangan terprovokasi tp memantik kebencian tidak meneduhkan tp membuat mendung,"['menghimbau', 'jangan', 'terprovokasi', 'tp', 'memantik', 'kebencian', 'tidak', 'meneduhkan', 'tp', 'membuat', 'mendung']",<FreqDist with 10 samples and 11 outcomes>,"['menghimbau', 'terprovokasi', 'memantik', 'kebencian', 'meneduhkan', 'mendung']","['menghimbau', 'terprovokasi', 'memantik', 'kebencian', 'meneduhkan', 'mendung']"
189,negative,tindakan anarkis pada saat aksi bukan oleh pendemo,"['tindakan', 'anarkis', 'pada', 'saat', 'aksi', 'bukan', 'oleh', 'pendemo']",<FreqDist with 8 samples and 8 outcomes>,"['tindakan', 'anarkis', 'aksi', 'pendemo']","['tindakan', 'anarkis', 'aksi', 'pendemo']"
190,negative,sepenting apapun itu ingat kita akan mati seram,"['sepenting', 'apapun', 'itu', 'ingat', 'kita', 'akan', 'mati', 'seram']",<FreqDist with 8 samples and 8 outcomes>,"['sepenting', 'apapun', 'mati', 'seram']","['sepenting', 'apapun', 'mati', 'seram']"
191,negative,siapa lagi ketua preman pasar ikutan ngomong memalukan,"['siapa', 'lagi', 'ketua', 'preman', 'pasar', 'ikutan', 'ngomong', 'memalukan']",<FreqDist with 8 samples and 8 outcomes>,"['ketua', 'preman', 'pasar', 'ikutan', 'ngomong', 'memalukan']","['ketua', 'preman', 'pasar', 'ikutan', 'ngomong', 'memalukan']"
192,negative,jgn krn cuma jaga moral dr konten porno negara ini darurat radikalisme mau tunggu perang kyk di suriah baru kpi sadar,"['jgn', 'krn', 'cuma', 'jaga', 'moral', 'dr', 'konten', 'porno', 'negara', 'ini', 'darurat', 'radikalisme', 'mau', 'tunggu', 'perang', 'kyk', 'di', 'suriah', 'baru', 'kpi', 'sadar']",<FreqDist with 21 samples and 21 outcomes>,"['jaga', 'moral', 'konten', 'porno', 'negara', 'darurat', 'radikalisme', 'tunggu', 'perang', 'kyk', 'suriah', 'kpi', 'sadar']","['jaga', 'moral', 'konten', 'porno', 'negara', 'darurat', 'radikalisme', 'tunggu', 'perang', 'kyk', 'suriah', 'kpi', 'sadar']"
193,negative,kami butuh fakta bukti bukan hanya ngomong kebohongan,"['kami', 'butuh', 'fakta', 'bukti', 'bukan', 'hanya', 'ngomong', 'kebohongan']",<FreqDist with 8 samples and 8 outcomes>,"['butuh', 'fakta', 'bukti', 'ngomong', 'kebohongan']","['butuh', 'fakta', 'bukti', 'ngomong', 'kebohongan']"
194,negative,kasian ya yg bapak berpeci pake batik merah tadi air mata nya dikeluarin cuma krn ahoax,"['kasian', 'ya', 'yg', 'bapak', 'berpeci', 'pake', 'batik', 'merah', 'tadi', 'air', 'mata', 'nya', 'dikeluarin', 'cuma', 'krn', 'ahoax']",<FreqDist with 16 samples and 16 outcomes>,"['kasian', 'berpeci', 'pake', 'batik', 'merah', 'air', 'dikeluarin', 'ahoax']","['kasian', 'berpeci', 'pake', 'batik', 'merah', 'air', 'dikeluarin', 'ahoax']"
195,negative,syaiton itu musuhmu jgn dijadikan sbg teman manusia bs kesetanan tp setan tdk bs kemanusiaan,"['syaiton', 'itu', 'musuhmu', 'jgn', 'dijadikan', 'sbg', 'teman', 'manusia', 'bs', 'kesetanan', 'tp', 'setan', 'tdk', 'bs', 'kemanusiaan']",<FreqDist with 14 samples and 15 outcomes>,"['syaiton', 'musuhmu', 'dijadikan', 'teman', 'manusia', 'kesetanan', 'setan', 'kemanusiaan']","['syaiton', 'musuhmu', 'dijadikan', 'teman', 'manusia', 'kesetanan', 'setan', 'kemanusiaan']"
196,negative,mendengar cerita bu marwah aku merasa bodoh memalukan,"['mendengar', 'cerita', 'bu', 'marwah', 'aku', 'merasa', 'bodoh', 'memalukan']",<FreqDist with 8 samples and 8 outcomes>,"['mendengar', 'cerita', 'bu', 'marwah', 'bodoh', 'memalukan']","['mendengar', 'cerita', 'bu', 'marwah', 'bodoh', 'memalukan']"
197,negative,ini bang gaya nya benar pemikiran liberal miris sekali,"['ini', 'bang', 'gaya', 'nya', 'benar', 'pemikiran', 'liberal', 'miris', 'sekali']",<FreqDist with 9 samples and 9 outcomes>,"['bang', 'gaya', 'pemikiran', 'liberal', 'miris']","['bang', 'gaya', 'pemikiran', 'liberal', 'miris']"
198,negative,sesat pikir para pengamat,"['sesat', 'pikir', 'para', 'pengamat']",<FreqDist with 4 samples and 4 outcomes>,"['sesat', 'pikir', 'pengamat']","['sesat', 'pikir', 'pengamat']"
199,negative,berbicara kelamaan ribet,"['berbicara', 'kelamaan', 'ribet']",<FreqDist with 3 samples and 3 outcomes>,"['berbicara', 'ribet']","['berbicara', 'ribet']"
200,positive,ih lucu mas kick andy nya senyum aja,"['ih', 'lucu', 'mas', 'kick', 'andy', 'nya', 'senyum', 'aja']",<FreqDist with 8 samples and 8 outcomes>,"['lucu', 'kick', 'andy', 'senyum']","['lucu', 'kick', 'andy', 'senyum']"
201,positive,nonton pak hasan merkids di kick andy sangat menginspirasi salut pak hasan,"['nonton', 'pak', 'hasan', 'merkids', 'di', 'kick', 'andy', 'sangat', 'menginspirasi', 'salut', 'pak', 'hasan']",<FreqDist with 10 samples and 12 outcomes>,"['nonton', 'hasan', 'merkids', 'kick', 'andy', 'menginspirasi', 'salut', 'hasan']","['nonton', 'hasan', 'merkids', 'kick', 'andy', 'menginspirasi', 'salut', 'hasan']"
202,positive,cara ubah mimpimu jadi tindakan kick andy,"['cara', 'ubah', 'mimpimu', 'jadi', 'tindakan', 'kick', 'andy']",<FreqDist with 7 samples and 7 outcomes>,"['ubah', 'mimpimu', 'tindakan', 'kick', 'andy']","['ubah', 'mimpimu', 'tindakan', 'kick', 'andy']"
203,positive,kickandy gokil,"['kickandy', 'gokil']",<FreqDist with 2 samples and 2 outcomes>,"['kickandy', 'gokil']","['kickandy', 'gokil']"
204,positive,terima kasih sudah menonton acara eps ubah mimpimu jadi tindakan semoga bermanfaat,"['terima', 'kasih', 'sudah', 'menonton', 'acara', 'eps', 'ubah', 'mimpimu', 'jadi', 'tindakan', 'semoga', 'bermanfaat']",<FreqDist with 12 samples and 12 outcomes>,"['terima', 'kasih', 'menonton', 'acara', 'eps', 'ubah', 'mimpimu', 'tindakan', 'semoga', 'bermanfaat']","['terima', 'kasih', 'menonton', 'acara', 'eps', 'ubah', 'mimpimu', 'tindakan', 'semoga', 'bermanfaat']"
205,positive,temukan lentera jiwamu,"['temukan', 'lentera', 'jiwamu']",<FreqDist with 3 samples and 3 outcomes>,"['temukan', 'lentera', 'jiwamu']","['temukan', 'lentera', 'jiwamu']"
206,positive,agung saya akan undang lagi untuk bercerita banyak tentang perjalanan kehidupanmu,"['agung', 'saya', 'akan', 'undang', 'lagi', 'untuk', 'bercerita', 'banyak', 'tentang', 'perjalanan', 'kehidupanmu']",<FreqDist with 11 samples and 11 outcomes>,"['agung', 'undang', 'bercerita', 'perjalanan', 'kehidupanmu']","['agung', 'undang', 'bercerita', 'perjalanan', 'kehidupanmu']"
207,positive,para musisi yg menggelorakan semangat nasionalisme dan kebhinekaan unjuk gigi nkri harga mati,"['para', 'musisi', 'yg', 'menggelorakan', 'semangat', 'nasionalisme', 'dan', 'kebhinekaan', 'unjuk', 'gigi', 'nkri', 'harga', 'mati']",<FreqDist with 13 samples and 13 outcomes>,"['musisi', 'menggelorakan', 'semangat', 'nasionalisme', 'kebhinekaan', 'unjuk', 'gigi', 'nkri', 'harga', 'mati']","['musisi', 'menggelorakan', 'semangat', 'nasionalisme', 'kebhinekaan', 'unjuk', 'gigi', 'nkri', 'harga', 'mati']"
208,positive,anak mulai berimajinasi,"['anak', 'mulai', 'berimajinasi']",<FreqDist with 3 samples and 3 outcomes>,"['anak', 'berimajinasi']","['anak', 'berimajinasi']"
209,positive,cara gila mendaki gunung luar biasa mantap jiwa,"['cara', 'gila', 'mendaki', 'gunung', 'luar', 'biasa', 'mantap', 'jiwa']",<FreqDist with 8 samples and 8 outcomes>,"['gila', 'mendaki', 'gunung', 'mantap', 'jiwa']","['gila', 'mendaki', 'gunung', 'mantap', 'jiwa']"
210,positive,sayangilah alam niscaya alam akan menyayangimu,"['sayangilah', 'alam', 'niscaya', 'alam', 'akan', 'menyayangimu']",<FreqDist with 5 samples and 6 outcomes>,"['sayangilah', 'alam', 'niscaya', 'alam', 'menyayangimu']","['sayangilah', 'alam', 'niscaya', 'alam', 'menyayangimu']"
211,positive,mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yg lbh baik lagi,"['mantan', 'narapidana', 'pun', 'dirangkulnya', 'untuk', 'dicarikan', 'pekerjaan', 'untuk', 'menjalani', 'hidup', 'yg', 'lbh', 'baik', 'lagi']",<FreqDist with 13 samples and 14 outcomes>,"['mantan', 'narapidana', 'dirangkulnya', 'dicarikan', 'pekerjaan', 'menjalani', 'hidup']","['mantan', 'narapidana', 'dirangkulnya', 'dicarikan', 'pekerjaan', 'menjalani', 'hidup']"
212,positive,agung mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak,"['agung', 'mampu', 'membuktikan', 'sebuah', 'karya', 'yg', 'mengagumkan', 'bisa', 'dihasilkan', 'dgn', 'belajar', 'scr', 'otodidak']",<FreqDist with 13 samples and 13 outcomes>,"['agung', 'membuktikan', 'karya', 'mengagumkan', 'dihasilkan', 'belajar', 'scr', 'otodidak']","['agung', 'membuktikan', 'karya', 'mengagumkan', 'dihasilkan', 'belajar', 'scr', 'otodidak']"
213,positive,salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul,"['salah', 'satu', 'kejadian', 'yang', 'membuat', 'penonton', 'tertawa', 'saat', 'agung', 'hapsah', 'muncul']",<FreqDist with 11 samples and 11 outcomes>,"['salah', 'kejadian', 'penonton', 'tertawa', 'agung', 'hapsah', 'muncul']","['salah', 'kejadian', 'penonton', 'tertawa', 'agung', 'hapsah', 'muncul']"
214,positive,agung akan diundang untuk bercerita banyak tentang perjalanan kehidupanmu,"['agung', 'akan', 'diundang', 'untuk', 'bercerita', 'banyak', 'tentang', 'perjalanan', 'kehidupanmu']",<FreqDist with 9 samples and 9 outcomes>,"['agung', 'diundang', 'bercerita', 'perjalanan', 'kehidupanmu']","['agung', 'diundang', 'bercerita', 'perjalanan', 'kehidupanmu']"
215,positive,jatuh lalu bangkit untuk membantu sesama,"['jatuh', 'lalu', 'bangkit', 'untuk', 'membantu', 'sesama']",<FreqDist with 6 samples and 6 outcomes>,"['jatuh', 'bangkit', 'membantu']","['jatuh', 'bangkit', 'membantu']"
216,positive,rasa bangga itu ada setelah saya bs menyumbang karya kecil buat nkri ronny patut acungi jempol,"['rasa', 'bangga', 'itu', 'ada', 'setelah', 'saya', 'bs', 'menyumbang', 'karya', 'kecil', 'buat', 'nkri', 'ronny', 'patut', 'acungi', 'jempol']",<FreqDist with 16 samples and 16 outcomes>,"['bangga', 'menyumbang', 'karya', 'nkri', 'ronny', 'patut', 'acungi', 'jempol']","['bangga', 'menyumbang', 'karya', 'nkri', 'ronny', 'patut', 'acungi', 'jempol']"
217,positive,sahabat gimbal alas nanti malam jangan lupa ya nonton cara gila mendaki gunung ala cak tarpin,"['sahabat', 'gimbal', 'alas', 'nanti', 'malam', 'jangan', 'lupa', 'ya', 'nonton', 'cara', 'gila', 'mendaki', 'gunung', 'ala', 'cak', 'tarpin']",<FreqDist with 16 samples and 16 outcomes>,"['sahabat', 'gimbal', 'alas', 'malam', 'lupa', 'nonton', 'gila', 'mendaki', 'gunung', 'ala', 'cak', 'tarpin']","['sahabat', 'gimbal', 'alas', 'malam', 'lupa', 'nonton', 'gila', 'mendaki', 'gunung', 'ala', 'cak', 'tarpin']"
218,positive,hanya orang takut yang bisa berani karena keberanian,"['hanya', 'orang', 'takut', 'yang', 'bisa', 'berani', 'karena', 'keberanian']",<FreqDist with 8 samples and 8 outcomes>,"['takut', 'berani', 'keberanian']","['takut', 'berani', 'keberanian']"
219,positive,anda hanya dekat dengan mereka yang anda sukai dan anda menghindari orang yag tidak anda sukai,"['anda', 'hanya', 'dekat', 'dengan', 'mereka', 'yang', 'anda', 'sukai', 'dan', 'anda', 'menghindari', 'orang', 'yag', 'tidak', 'anda', 'sukai']",<FreqDist with 12 samples and 16 outcomes>,"['sukai', 'menghindari', 'yag', 'sukai']","['sukai', 'menghindari', 'yag', 'sukai']"
